Marque,CarType,FuelType,Gearbox,ManufacturingDate,Engine_l,Power_kW,Mileage_km,Price_euro
Fiat Linea, saloon / sedan        ,Diesel,Manual,2008,1.3,66,269170,1950
Opel Vectra, saloon / sedan        ,Diesel,Manual,2006,1.9,88,313289,1950
Citroen C3, hatchback        ,Petrol / LPG,Manual,2008,1.4,66,156000,1950
Mercedes-Benz S320, limousine        ,Diesel,Automatic,2002,3.2,,289300,1960
Ford Focus, wagon        ,Diesel,Manual,2007,2.0,100,220000,1990
Ford Focus, hatchback        ,Petrol / LPG,Manual,2008,1.6,74,267000,1990
Kia cee'd, hatchback        ,Diesel,Manual,2007,1.6,84,253000,1999
Ford Focus, hatchback        ,Diesel,Manual,2008,1.6,66,196000,1999
Skoda Octavia, wagon        ,Petrol,Manual,2004,1.6,75,170400,1999
Audi A4, saloon / sedan        ,Diesel,Manual,2003,1.9,74,297000,2000
Audi A4, saloon / sedan        ,Diesel,Manual,2002,1.9,96,414000,2050
Volkswagen Golf, hatchback        ,Petrol,Manual,2005,1.6,85,280000,2100
Volkswagen Sharan, mpv / minivan        ,Diesel,Manual,2002,1.9,85,358263,2100
Volkswagen Golf, hatchback        ,Diesel,Manual,2005,1.9,,260000,2100
Ford Maverick, suv / off-road        ,Petrol,Automatic,2003,3.0,145,145944,2150
Mercedes-Benz CLK270, coupe        ,Diesel,Automatic,2003,2.7,125,308032,2150
Mercedes-Benz 124, saloon / sedan        ,Diesel,Manual,1990,2.0,55,,2150
Chrysler Sebring, convertible        ,Petrol / LPG,Automatic,2005,2.7,,200000,2150
BMW 528, wagon        ,Petrol,Automatic,2000,2.8,142,280000,2200
Opel Astra, wagon        ,Diesel,Manual,2007,1.9,74,266700,2200
Subaru Forester, wagon        ,Petrol / LPG,Manual,2004,2.0,92,340000,2200
BMW 530, saloon / sedan        ,Diesel,Automatic,2001,3.0,142,390000,2200
Peugeot 407, wagon        ,Diesel,Automatic,2007,2.0,100,235000,2250
Mercedes-Benz Sprinter, passenger vans        ,Diesel,Manual,2000,2.9,90,800000,2250
Ford Mondeo, wagon        ,Diesel,Manual,2009,1.8,74,251000,2300
Nissan X-Trail, suv / off-road        ,Diesel,Manual,2006,2.2,100,248500,2300
Volkswagen Polo, hatchback        ,Diesel,Manual,2008,1.4,51,228034,2300
Subaru Legacy, wagon        ,Petrol / LPG,Manual,2004,2.0,101,270000,2300
Lexus IS 200, hatchback        ,Petrol / LPG,Manual,2003,2.0,114,217000,2300
Toyota RAV4, suv / off-road        ,Petrol,Automatic,2001,2.0,110,166200,2300
Audi A4, saloon / sedan        ,Diesel,Manual,2005,2.5,120,350000,2320
Opel Corsa, coupe        ,Diesel,Manual,2011,1.3,55,113705,2350
Volvo V70, wagon        ,Diesel,Manual,2005,2.4,136,280000,2350
Opel Astra, hatchback        ,Diesel,Manual,2007,1.7,74,268600,2400
Kia Sorento, suv / off-road        ,Diesel,Automatic,2003,2.5,103,239300,2400
Mercedes-Benz Vaneo, mpv / minivan        ,Petrol,Manual,2003,1.9,92,230000,2450
Volkswagen Golf, hatchback        ,Diesel,Manual,2008,1.9,66,277800,2450
Volkswagen Golf Plus, hatchback        ,Diesel,Manual,2005,1.9,77,304000,2450
Opel Zafira, mpv / minivan        ,Diesel,Manual,2006,1.9,110,147000,2480
Opel Zafira, mpv / minivan        ,Petrol,Manual,2005,2.2,110,215000,2500
Ford Focus, hatchback        ,Diesel,Automatic,2008,2.0,100,265734,2500
Opel Zafira, mpv / minivan        ,Petrol,Manual,2005,2.2,110,215000,2500
Subaru Forester, wagon        ,Petrol,Manual,2003,2.0,92,310000,2500
Volkswagen Passat, wagon        ,Diesel,Automatic,2005,2.0,103,292274,2500
Volkswagen Golf Plus, hatchback        ,Petrol,Manual,2008,1.4,103,245000,2500
BMW X5, suv / off-road        ,Diesel,Automatic,2003,3.0,,149000,2500
Volkswagen Golf, hatchback        ,Diesel,Manual,2005,1.9,66,259000,2500
Audi A4, saloon / sedan        ,Diesel,Manual,2004,1.9,74,390231,2500
Toyota Yaris, hatchback        ,Petrol,Manual,2006,1.3,64,,2500
Subaru Justy, hatchback        ,Petrol,Manual,2009,1.0,51,198000,2500
Land Rover Range Rover, suv / off-road        ,Diesel,Automatic,1997,2.5,100,295000,2500
Nissan Note, hatchback        ,Petrol,Manual,2012,1.4,65,154000,2550
Opel Astra, wagon        ,Diesel,Manual,2009,1.7,92,299250,2550
Audi A6, wagon        ,Diesel,Manual,2006,2.7,132,250000,2550
Opel Zafira, mpv / minivan        ,Diesel,Manual,2006,1.9,110,312515,2550
Peugeot 607, saloon / sedan        ,Diesel,Manual,2006,2.0,100,225000,2550
Mini One, hatchback        ,Diesel,Manual,2005,1.4,55,250000,2600
Opel Corsa, hatchback        ,Diesel,Manual,2007,1.3,66,112000,2600
Peugeot 308, hatchback        ,Diesel,Manual,2008,1.6,66,259000,2600
Volkswagen Passat, wagon        ,Diesel,Manual,2006,2.0,103,300000,2600
BMW 116, hatchback        ,Petrol,Manual,2005,1.6,85,150000,2600
Audi 80, wagon        ,Petrol,Manual,1994,2.8,128,198000,2650
Toyota Avensis, wagon        ,Diesel,Manual,2008,2.2,,259323,2650
Volvo XC70, wagon        ,Diesel,Automatic,2006,2.4,136,239000,2650
Volvo V70, wagon        ,Diesel,Manual,2006,2.4,136,289652,2699
Toyota Avensis, wagon        ,Petrol,Manual,2005,2.0,147,280000,2700
Subaru Forester, suv / off-road        ,Petrol,Automatic,2003,2.0,130,286000,2700
Volvo S40, saloon / sedan        ,Petrol / LPG,Automatic,2004,2.4,125,,2700
Audi 100, saloon / sedan        ,Petrol,Manual,1989,2.2,121,200000,2700
Mercedes-Benz SLK200, convertible        ,Petrol,Manual,1999,2.0,100,200000,2700
Volvo S60, saloon / sedan        ,Diesel,Manual,2008,2.4,93,289466,2700
BMW 330, saloon / sedan        ,Petrol,Manual,2001,2.5,141,208000,2700
BMW 330, wagon        ,Diesel,Manual,2005,3.0,150,278271,2700
Toyota Auris, hatchback        ,Diesel,Manual,2007,2.0,93,219999,2700
Volkswagen Passat, wagon        ,Diesel,Manual,2006,2.0,103,330000,2700
Volkswagen Golf, hatchback        ,Petrol,Manual,2004,1.6,85,253905,2700
Mercedes-Benz E220, saloon / sedan        ,Diesel,Automatic,2005,2.2,100,200000,2700
Volkswagen Golf, wagon        ,Diesel,Manual,2008,2.0,103,220000,2750
BMW 118, hatchback        ,Diesel,Manual,2005,2.0,90,245000,2750
BMW 525, wagon        ,Diesel,Automatic,2004,3.0,130,289000,2750
BMW 525, wagon        ,Diesel,Automatic,2004,3.0,130,289000,2750
Peugeot 308, wagon        ,Diesel,Manual,2011,1.6,80,262145,2750
Volvo V50, wagon        ,Diesel,Manual,2009,1.6,80,245000,2750
Toyota Avensis, wagon        ,Diesel,Manual,2007,2.2,,280000,2750
Toyota Corolla, hatchback        ,Diesel,Automatic,2005,1.4,66,145500,2750
Opel Vectra, wagon        ,Diesel,Automatic,2008,1.9,110,257731,2790
Volkswagen Golf Plus, mpv / minivan        ,Diesel,Manual,2006,2.0,,215000,2799
Saab 9-3, wagon        ,Diesel,Manual,2007,1.9,110,281000,2799
Opel Astra, wagon        ,Diesel,Manual,2013,1.7,81,288000,2799
Volkswagen Caddy, mpv / minivan        ,Diesel,Manual,2008,2.0,51,180000,2800
Opel Zafira, mpv / minivan        ,Diesel,Manual,2007,1.9,88,212000,2850
Skoda Octavia, wagon        ,Diesel,Manual,2007,2.0,103,300000,2850
Renault Laguna, wagon        ,Diesel,Manual,2008,2.0,96,196000,2850
Toyota Avensis, wagon        ,Diesel,Manual,2007,2.0,93,299000,2850
Ford Focus, wagon        ,Diesel,Manual,2008,1.6,66,140000,2850
Hyundai i20, hatchback        ,Petrol / LPG,Automatic,2008,1.4,74,,2900
Toyota Avensis Verso, mpv / minivan        ,Diesel,Manual,2004,2.0,85,364701,2900
Ford Focus, wagon        ,Diesel,Manual,2008,1.6,80,248000,2900
Seat Altea, hatchback        ,Diesel,Automatic,2005,2.0,103,228542,2900
Mercedes-Benz ML270, suv / off-road        ,Diesel,Manual,2000,2.7,120,343000,2900
Audi A3, hatchback        ,Diesel,Automatic,2005,2.0,103,268500,2900
BMW 320, wagon        ,Diesel,Automatic,2004,wagon,110,266000,2950
Audi A4, wagon        ,Diesel,Automatic,2008,2.0,103,,2990
Nissan Primastar, passenger vans        ,Diesel,Manual,2004,1.9,,220000,2999
Volvo S40, saloon / sedan        ,Diesel,Manual,2008,2.0,100,259000,2999
BMW 323, convertible        ,Petrol,Manual,2002,2.2,125,274000,2999
Skoda Fabia, wagon        ,Petrol,Manual,2008,1.6,77,140000,3000
Mercedes-Benz E280, wagon        ,Diesel,Automatic,2005,3.0,140,417880,3000
Seat Altea XL, mpv / minivan        ,Diesel,Automatic,2008,2.0,103,244000,3000
Ford Focus, hatchback        ,Diesel,Manual,2011,1.6,80,146000,3000
Audi A4, wagon        ,Diesel,Manual,2006,2.0,103,422860,3000
BMW 525, wagon        ,Diesel,Automatic,2005,2.5,130,380000,3000
Mazda 5, mpv / minivan        ,Petrol / LPG,Automatic,2009,2.3,,130000,3100
Nissan Murano, suv / off-road        ,Petrol,Automatic,2005,3.5,172,280000,3150
Peugeot Partner, commercial        ,Diesel,Automatic,2012,1.6,66,191475,3150
Audi A3, hatchback        ,Diesel,Automatic,2005,2.0,103,,3150
Audi A6, wagon        ,Diesel,Automatic,2007,2.7,132,426000,3150
Ford Focus, saloon / sedan        ,Diesel,Automatic,2009,2.0,100,187000,3150
Volkswagen Passat, saloon / sedan        ,Diesel,Manual,2008,1.9,77,188600,3150
BMW 320, wagon        ,Diesel,Manual,2006,2.0,120,325671,3150
Volvo S40, saloon / sedan        ,Diesel,Manual,2008,1.6,80,220000,3190
Audi A4, wagon        ,Diesel,Manual,2007,2.0,103,247000,3199
Skoda Octavia, hatchback        ,Petrol,Manual,2005,1.6,75,123000,3200
Volvo XC90, suv / off-road        ,Diesel,Automatic,2004,2.4,120,2934500,3200
Audi A4, wagon        ,Diesel,Automatic,2007,3.0,171,310000,3200
Ford Fiesta, hatchback        ,Petrol,Manual,2009,1.2,60,98000,3250
BMW 320, wagon        ,Diesel,Manual,2007,2.0,120,320000,3300
Mitsubishi Pajero, suv / off-road        ,Petrol / LPG,Manual,1995,3.0,,247000,3300
BMW 525, wagon        ,Diesel,Manual,2005,2.5,130,340000,3300
Dacia Dokker, wagon        ,Petrol,Manual,2013,1.6,60,85448,3300
BMW 320, saloon / sedan        ,Diesel,Manual,2005,2.0,120,270000,3300
Audi A6, saloon / sedan        ,Diesel,Automatic,2008,3.0,171,,3350
BMW 118, other        ,Diesel,Manual,2007,2.0,,270000,3350
Volvo S60, saloon / sedan        ,Diesel,Automatic,2005,2.4,,280000,3350
Citroen C5, wagon        ,Diesel,Automatic,2011,2.0,120,383000,3400
Volkswagen Passat, wagon        ,Diesel,Manual,2008,2.0,103,300000,3400
Volkswagen Golf, wagon        ,Diesel,Manual,2010,1.6,77,225000,3400
Volvo S40, saloon / sedan        ,Diesel,Manual,2008,1.6,80,289515,3450
Honda Civic, coupe        ,Diesel,Manual,2007,2.2,103,207000,3450
Mitsubishi Outlander, suv / off-road        ,Diesel,Manual,2007,2.0,103,292000,3490
Mercedes-Benz C220, wagon        ,Diesel,Automatic,2006,2.2,110,259900,3499
Subaru Impreza  WRX, saloon / sedan        ,Petrol,Manual,1997,2.0,155,220000,3500
BMW 318, wagon        ,Diesel,Manual,2011,2.0,105,280000,3500
Toyota Prius, saloon / sedan        ,Petrol / LPG,Automatic,2007,saloon,,250000,3500
BMW Z4, convertible        ,Petrol,Automatic,2004,3.0,175,134505,3500
BMW 328, coupe        ,Petrol,Manual,2002,2.8,142,280000,3500
BMW 530, saloon / sedan        ,Diesel,Automatic,2004,3.0,160,322000,3500
Volkswagen Touran, mpv / minivan        ,Diesel,Automatic,2008,1.9,77,359701,3500
Audi A3, hatchback        ,Diesel,Manual,2004,2.0,103,162000,3550
Citroen C4, hatchback        ,Petrol,Automatic,2009,1.6,88,133052,3550
Toyota Corolla Verso, mpv / minivan        ,Diesel,Manual,2008,2.2,100,204839,3570
Subaru Forester, suv / off-road        ,Petrol / LPG,Manual,2004,2.0,92,268000,3600
Audi A3, hatchback        ,Diesel,Automatic,2005,2.0,100,214746,3600
Toyota Avensis, wagon        ,Diesel,Manual,2008,2.0,93,253456,3600
Hyundai i30, hatchback        ,Petrol,Automatic,2007,2.0,105,228000,3600
Toyota Corolla Verso, hatchback        ,Diesel,Manual,2008,2.2,100,,3600
Subaru Forester, suv / off-road        ,Petrol / LPG,Automatic,2006,2.0,116,206000,3600
Audi A4, saloon / sedan        ,Diesel,Manual,2005,2.0,103,223000,3650
Kia Sorento, suv / off-road        ,Diesel,Manual,2009,2.5,125,240000,3650
Volkswagen Touran, mpv / minivan        ,Diesel,Manual,2007,2.0,103,256000,3650
Ford S-MAX, hatchback        ,Diesel,Manual,2009,1.8,,242356,3650
Skoda Octavia, wagon        ,Diesel,Manual,2006,2.0,125,232000,3680
BMW 120, hatchback        ,Diesel,Manual,2006,2.0,120,245121,3699
Volkswagen Passat, saloon / sedan        ,Petrol,Automatic,2006,2.0,147,150000,3699
BMW 318, coupe        ,Petrol,Manual,1991,1.8,100,130000,3700
Renault Koleos, suv / off-road        ,Diesel,Manual,2008,2.0,110,256543,3700
Subaru Tribeca, suv / off-road        ,Petrol / LPG,Automatic,2007,3.0,180,340000,3700
BMW 525, saloon / sedan        ,Diesel,Automatic,2005,2.5,130,350000,3700
Citroen C4, hatchback        ,Diesel,Manual,2011,1.6,68,224000,3750
Mercedes-Benz E500, wagon        ,Petrol / LPG,Automatic,2005,5.0,228,490000,3750
BMW 520, wagon        ,Diesel,Automatic,2007,wagon,120,310000,3750
BMW 318, saloon / sedan        ,Diesel,Manual,2010,2.0,105,230000,3750
Mini Cooper, coupe        ,Petrol,Manual,2009,1.6,88,173580,3750
Opel Insignia, saloon / sedan        ,Diesel,Manual,2009,2.0,118,290,3750
Hyundai Santa Fe, suv / off-road        ,Diesel,Manual,2006,2.2,114,291500,3790
Opel Astra, wagon        ,Diesel,Manual,2012,1.7,81,181000,3795
Toyota Auris, hatchback        ,Diesel,Manual,2009,2.0,93,195444,3800
BMW 530, wagon        ,Diesel,Manual,2004,3.0,160,323000,3800
BMW 320, wagon        ,Diesel,Automatic,2006,2.0,120,274312,3800
BMW 530, wagon        ,Diesel,Automatic,2004,3.0,160,335000,3800
Volkswagen Passat, wagon        ,Diesel,Automatic,2010,2.0,103,245000,3800
Renault Kangoo, mpv / minivan        ,Petrol,Manual,2009,1.6,,146000,3850
Volkswagen Jetta, saloon / sedan        ,Petrol / LPG,Automatic,2007,2.5,110,286000,3850
Audi A4, saloon / sedan        ,Diesel,Automatic,2005,3.0,150,259000,3850
Peugeot Partner, mpv / minivan        ,Diesel,Manual,2011,1.6,,200000,3850
Skoda Octavia, wagon        ,Petrol,Manual,2008,1.8,118,163499,3850
Toyota Prius, hatchback        ,Petrol / electricity,Automatic,2007,1.5,57,255319,3850
BMW 320, saloon / sedan        ,Petrol / LPG,Manual,2005,saloon,,234000,3890
Renault Trafic, passenger vans        ,Diesel,Manual,2006,2.5,,222586,3900
Toyota Avensis, wagon        ,Diesel,Manual,2008,2.0,93,252700,3900
Volvo V50, wagon        ,Diesel,Manual,2011,1.6,84,210000,3900
Seat Altea XL, mpv / minivan        ,Diesel,Manual,2010,1.6,77,246000,3900
Toyota Avensis, wagon        ,Diesel,Manual,2007,2.2,110,327255,3950
Volkswagen Golf, wagon        ,Diesel,Manual,2009,1.6,77,300000,3950
Seat Exeo, wagon        ,Diesel,Manual,2010,2.0,125,350000,3950
BMW 530, wagon        ,Diesel,Automatic,2005,3.0,160,300000,3990
Citroen C5, saloon / sedan        ,Diesel,Manual,2010,2.0,103,27000,3999
ZAZ 965, coupe        ,Petrol,Manual,1968,0.9,20,50700,3999
Volvo XC90, suv / off-road        ,Diesel,Automatic,2003,suv,120,400000,4000
Subaru Outback, wagon        ,Petrol,Automatic,2006,2.5,125,480000,4000
Subaru Outback, wagon        ,Petrol,Automatic,2006,2.5,125,480000,4000
Volkswagen Phaeton, saloon / sedan        ,Diesel,Automatic,2005,3.0,165,200000,4000
Chrysler Voyager, mpv / minivan        ,Petrol / LPG,Automatic,2004,3.3,128,166000,4000
Skoda Octavia Scout, wagon        ,Petrol,Manual,2010,1.8,118,190000,4000
Volvo V50, wagon        ,Diesel,Manual,2012,1.6,85,275304,4090
Volvo S80, saloon / sedan        ,Diesel,Manual,2007,2.4,120,212000,4100
BMW 520, wagon        ,Diesel,Automatic,2007,2.0,120,11111,4100
Nissan Qashqai, suv / off-road        ,Diesel,Manual,2007,2.0,110,250849,4100
Opel Astra, wagon        ,Diesel,Manual,2011,1.7,81,184000,4100
Toyota Auris, hatchback        ,Diesel,Manual,2009,1.4,65,113000,4100
BMW 116, hatchback        ,Petrol,Manual,2010,1.6,85,225000,4150
Nissan Qashqai, suv / off-road        ,Diesel,Manual,2007,1.5,78,258000,4200
Volkswagen Passat, saloon / sedan        ,Diesel,Manual,2005,2.0,103,244000,4200
Volkswagen Cross Touran, mpv / minivan        ,Diesel,Manual,2007,2.0,125,226200,4200
Opel Astra, coupe        ,Petrol,Automatic,2009,1.8,103,60000,4200
Toyota RAV4, suv / off-road        ,Diesel,Manual,2007,2.2,100,240000,4200
BMW 320, wagon        ,Diesel,Automatic,2008,2.0,,236000,4250
Renault Scenic, mpv / minivan        ,Petrol,Automatic,2010,2.0,103,234000,4290
Honda Civic, hatchback        ,Petrol,Manual,1993,1.6,118,230000,4300
Honda CR-V, suv / off-road        ,Petrol,Manual,2007,2.0,110,213000,4300
BMW 118, hatchback        ,Diesel,Automatic,2007,2.0,105,273000,4300
Volvo S80, saloon / sedan        ,Diesel,Automatic,2006,2.4,136,310000,4300
BMW 520, wagon        ,Diesel,Manual,2008,2.0,120,245900,4300
Mini Cooper S, hatchback        ,Petrol,Manual,2008,1.6,128,160000,4350
Mercedes-Benz E220, wagon        ,Diesel,Automatic,2007,2.2,125,300000,4350
Volkswagen Golf, wagon        ,Petrol,Manual,2010,1.4,,230000,4350
Volvo V70, wagon        ,Diesel,Manual,2008,2.0,100,210400,4350
BMW 320, saloon / sedan        ,Diesel,Automatic,2008,2.0,130,340000,4350
Volkswagen Golf, hatchback        ,Diesel,Manual,2010,2.0,103,440000,4350
Opel Astra, hatchback        ,Diesel,Manual,2010,1.7,81,142230,4400
Volkswagen Golf, hatchback        ,Petrol,Manual,2010,1.2,77,256000,4400
BMW 525, wagon        ,Petrol / LPG,Automatic,2004,2.5,141,218000,4400
Volkswagen Eos, convertible        ,Diesel,Automatic,2008,2.0,103,243313,4444
Toyota Avensis, wagon        ,Diesel,Manual,2010,2.2,110,277350,4450
Lexus IS 220, saloon / sedan        ,Diesel,Manual,2009,2.2,130,285000,4490
Jeep Grand Cherokee, suv / off-road        ,Diesel,Automatic,2006,3.0,160,202000,4499
Jaguar S-Type, saloon / sedan        ,Diesel,Automatic,2007,2.7,152,212000,4500
Infiniti FX45, suv / off-road        ,Petrol / LPG,Automatic,2003,4.5,232,214400,4500
Opel Antara, suv / off-road        ,Diesel,Automatic,2008,suv,110,204000,4500
Toyota Avensis, wagon        ,Diesel,Manual,2009,2.0,93,293000,4500
Audi A6, wagon        ,Diesel,Manual,2006,2.7,132,180000,4500
Lexus IS 220, saloon / sedan        ,Diesel,Manual,2008,2.2,130,297000,4550
BMW 320, wagon        ,Diesel,Automatic,2008,2.0,130,237000,4550
BMW 525, wagon        ,Diesel,Automatic,2008,3.0,145,237000,4600
Hyundai Santa Fe, suv / off-road        ,Diesel,Automatic,2007,2.2,114,197500,4600
Nissan X-Trail, suv / off-road        ,Petrol,Automatic,2008,2.0,104,152000,4600
Mercedes-Benz E280, saloon / sedan        ,Diesel,Automatic,2006,3.0,140,218500,4645
Land Rover Freelander, suv / off-road        ,Diesel,Manual,2009,2.2,112,287000,4650
Volkswagen Caddy, wagon        ,Diesel,Automatic,2012,1.6,75,330000,4650
Renault Scenic, mpv / minivan        ,Diesel,Automatic,2011,1.5,81,131000,4650
Hyundai Santa Fe, suv / off-road        ,Petrol / LPG,Automatic,2007,2.7,2656,280000,4700
Volkswagen Golf Plus, hatchback        ,Petrol,Manual,2010,1.4,90,102893,4700
Audi A4, saloon / sedan        ,Diesel,Manual,2009,2.0,103,370000,4700
Audi A3, hatchback        ,Petrol,Manual,2010,1.4,92,198000,4700
Volkswagen Multivan, passenger vans        ,Diesel,Manual,1999,2.5,75,334000,4700
Audi A4, wagon        ,Diesel,Manual,2007,2.0,103,185000,4700
Nissan Qashqai+2, mpv / minivan        ,Diesel,Manual,2009,2.0,110,271000,4700
BMW 330, wagon        ,Diesel,Manual,2008,2.5,145,290800,4800
Volvo V50, wagon        ,Diesel,Automatic,2012,2.0,110,103000,4800
Hyundai Santa Fe, suv / off-road        ,Diesel,Manual,2007,2.2,110,137456,4850
Volvo V50, wagon        ,Diesel,Manual,2012,1.6,84,250000,4850
Audi A3, hatchback        ,Diesel,Automatic,2007,2.0,103,192710,4900
Mercedes-Benz CLS350, saloon / sedan        ,Petrol,Automatic,2005,3.5,200,257000,4900
Peugeot 508, wagon        ,Diesel,Manual,2011,2.0,103,317501,4950
BMW 330, saloon / sedan        ,Diesel,Automatic,2008,3.0,145,319000,4950
Lexus LS 430, limousine        ,Petrol / LPG,Automatic,2002,4.3,207,250,4950
Audi A4, wagon        ,Petrol,Manual,2008,1.8,118,171000,4950
Mercedes-Benz E220, saloon / sedan        ,Diesel,Automatic,2007,2.2,125,350,4950
Opel Antara, suv / off-road        ,Diesel,Automatic,2009,2.0,110,171000,4950
BMW 520, saloon / sedan        ,Diesel,Automatic,2007,2.0,120,288000,4999
